,id0,id1,projectId,matchGrade,similarity,properties,attributeSimilarities,tags,active,probability,type,gtLabel
15,"{'source': 'A', 'local': 'iQkvwch5DGn8rqpo', 'blocks': ['rec-iQkvwch5DGn8rqpo-A##rec-5RlGOHGZXsvEQ2qy-B']}","{'source': 'B', 'local': '5RlGOHGZXsvEQ2qy', 'blocks': ['rec-iQkvwch5DGn8rqpo-A##rec-5RlGOHGZXsvEQ2qy-B']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8863576318518422,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.441025641025641, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.5346534653465347}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
16,"{'source': 'A', 'local': 'cIu8AA96C4bdc8AM', 'blocks': ['rec-cIu8AA96C4bdc8AM-A##rec-DT38yV9h6l0eLtYO-B']}","{'source': 'B', 'local': 'DT38yV9h6l0eLtYO', 'blocks': ['rec-cIu8AA96C4bdc8AM-A##rec-DT38yV9h6l0eLtYO-B']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8947194136606473,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.4507042253521127, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.4827586206896552}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
17,"{'source': 'A', 'local': 'X01TDn5kdAdBGNu4', 'blocks': ['rec-XMFvW9aVgJL6SQeR-B##rec-X01TDn5kdAdBGNu4-A']}","{'source': 'B', 'local': 'XMFvW9aVgJL6SQeR', 'blocks': ['rec-XMFvW9aVgJL6SQeR-B##rec-X01TDn5kdAdBGNu4-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.836113279673953,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 0.888235294117647, 'CITY': 0.3815028901734104, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 0.5816326530612245, 'PLZ': 0.5373134328358209}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
18,"{'source': 'A', 'local': 'yrw4gn7AvmWGVMlm', 'blocks': ['rec-yrw4gn7AvmWGVMlm-A##rec-HzvHjwnPhKo5oWyx-B']}","{'source': 'B', 'local': 'HzvHjwnPhKo5oWyx', 'blocks': ['rec-yrw4gn7AvmWGVMlm-A##rec-HzvHjwnPhKo5oWyx-B']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8720120430866952,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 0.851063829787234, 'CITY': 0.4413145539906103, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.5670103092783505}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
19,"{'source': 'A', 'local': '23Vicjj9IZwzTj33', 'blocks': ['rec-LHoSwVxuWVA4UrG8-B##rec-23Vicjj9IZwzTj33-A']}","{'source': 'B', 'local': 'LHoSwVxuWVA4UrG8', 'blocks': ['rec-LHoSwVxuWVA4UrG8-B##rec-23Vicjj9IZwzTj33-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8747961520842877,"['active', 'REPORTED_LINK']","{'CITY': 0.32, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.5621621621621622}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
20,"{'source': 'A', 'local': 'T3AsVbS6TcielVem', 'blocks': ['rec-gTh4enFSwQgF88Vi-B##rec-T3AsVbS6TcielVem-A']}","{'source': 'B', 'local': 'gTh4enFSwQgF88Vi', 'blocks': ['rec-gTh4enFSwQgF88Vi-B##rec-T3AsVbS6TcielVem-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.888011991978875,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.34355828220858897, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.5339805825242718}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
21,"{'source': 'A', 'local': 'abgpBtCgL9Hz4NC7', 'blocks': ['rec-hJl1TGjJEp7CD0rr-B##rec-abgpBtCgL9Hz4NC7-A']}","{'source': 'B', 'local': 'hJl1TGjJEp7CD0rr', 'blocks': ['rec-hJl1TGjJEp7CD0rr-B##rec-abgpBtCgL9Hz4NC7-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.9158807080104541,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.5073170731707317, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.6494845360824743}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
22,"{'source': 'A', 'local': '8VV6K9wR74YQhA7D', 'blocks': ['rec-x6nalfjZ5V2cEgyo-B##rec-8VV6K9wR74YQhA7D-A']}","{'source': 'B', 'local': 'x6nalfjZ5V2cEgyo', 'blocks': ['rec-x6nalfjZ5V2cEgyo-B##rec-8VV6K9wR74YQhA7D-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8400222175695212,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 0.4566929133858268, 'CITY': 0.450261780104712, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.5154639175257731}","[{'tag': 'PROBABILITY', 'stringValue': '0,886', 'numericValue': 0.8859470468431772}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.8859470468431772,TP,TRUE_MATCH
23,"{'source': 'A', 'local': 'BGW3vHo6GoXMwGWB', 'blocks': ['rec-YQm7EEfxeZG9J6Ec-B##rec-BGW3vHo6GoXMwGWB-A']}","{'source': 'B', 'local': 'YQm7EEfxeZG9J6Ec', 'blocks': ['rec-YQm7EEfxeZG9J6Ec-B##rec-BGW3vHo6GoXMwGWB-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.866500857632933,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.2641509433962264, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.39}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
24,"{'source': 'A', 'local': 'rbZMDfL6Hfw00hp4', 'blocks': ['rec-rbZMDfL6Hfw00hp4-A##rec-5Ns21qrcHTLsje7u-B']}","{'source': 'B', 'local': '5Ns21qrcHTLsje7u', 'blocks': ['rec-rbZMDfL6Hfw00hp4-A##rec-5Ns21qrcHTLsje7u-B']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8774463583469402,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.36363636363636365, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.5373134328358209}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
25,"{'source': 'A', 'local': 'HX0dUanYzIpTxRef', 'blocks': ['rec-HX0dUanYzIpTxRef-A##rec-EVSdcF2DqAwB2EY6-B']}","{'source': 'B', 'local': 'EVSdcF2DqAwB2EY6', 'blocks': ['rec-HX0dUanYzIpTxRef-A##rec-EVSdcF2DqAwB2EY6-B']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.9038200400228702,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.4056603773584906, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.6354166666666666}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
26,"{'source': 'A', 'local': 'DPpN315IGr4ETlpC', 'blocks': ['rec-jKZi5BMjwUupB7MD-B##rec-DPpN315IGr4ETlpC-A']}","{'source': 'B', 'local': 'jKZi5BMjwUupB7MD', 'blocks': ['rec-jKZi5BMjwUupB7MD-B##rec-DPpN315IGr4ETlpC-A']}",648a2d726dddd56ae8446595,NON_MATCH,0.8206630347021601,['REPORTED_LINK'],"{'MIDDLENAME': 1.0, 'CITY': 0.23776223776223776, 'LASTNAME': 0.70042194092827, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.5656565656565656}","[{'tag': 'PROBABILITY', 'stringValue': '1,000', 'numericValue': 1.0}, {'tag': 'removedByClassifier'}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'FN', 'numericValue': 0.0}]",False,1.0,FN,TRUE_MATCH
27,"{'source': 'A', 'local': 'lLMUNu77rCRTPzKF', 'blocks': ['rec-lLMUNu77rCRTPzKF-A##rec-O1HZc94tbaFhGKHG-B']}","{'source': 'B', 'local': 'O1HZc94tbaFhGKHG', 'blocks': ['rec-lLMUNu77rCRTPzKF-A##rec-O1HZc94tbaFhGKHG-B']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8889587799135539,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.4321608040201005, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.441025641025641}","[{'tag': 'PROBABILITY', 'stringValue': '0,886', 'numericValue': 0.8859470468431772}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.8859470468431772,TP,TRUE_MATCH
